listing_id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,district,city,latitude,longitude,property_type,room_type,accommodates,bedrooms,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
13684094,Wanchai / Central - 1 bedroom - Ideal Location,938328,2011-08-08,Hong Kong,,,0.0,f,1.0,t,t,Wan Chai,,Hong Kong,22.27668,114.16859,Entire apartment,Entire place,4,1.0,"[""Shampoo"", ""Dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Kitchen"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Elevator""]",910,6,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
17400000,"Bright, Airy flat in Trendy, Central Sheung Wan.",67868446,2016-04-19,"Melbourne, Victoria, Australia",,,0.0,f,1.0,t,t,Central & Western,,Hong Kong,22.28537,114.15172,Entire apartment,Entire place,5,1.0,"[""Hair dryer"", ""Dryer"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Refrigerator"", ""Hot water kettle"", ""Kitchen"", ""Smoke alarm"", ""Essentials"", ""Microwave"", ""Dedicated workspace"", ""Heating"", ""Iron"", ""Cooking basics"", ""Oven"", ""Stove"", ""Extra pillows and blankets"", ""Bed linens"", ""Long term stays allowed"", ""Washer"", ""Carbon monoxide alarm"", ""TV"", ""Dishes and silverware""]",625,7,1125,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f
17551833,Stunning & bright Apt-Huge Terrace-SHEUNG WAN/SOHO,22938205,2014-10-25,Hong Kong,,,0.0,f,1.0,t,t,Central & Western,,Hong Kong,22.28466,114.14983,Entire apartment,Entire place,2,1.0,"[""Hair dryer"", ""TV"", ""Dedicated workspace"", ""Air conditioning"", ""Wifi"", ""Dishes and silverware"", ""Hangers"", ""Kitchen"", ""Long term stays allowed"", ""Lockbox"", ""Essentials"", ""Refrigerator"", ""Elevator"", ""Heating"", ""Washer"", ""Cable TV"", ""Dryer"", ""Shampoo""]",598,30,1125,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f
29995960,Bright 1-bedroom apartment in the heart of WanChai,83271887,2016-07-12,Hong Kong,,,0.0,f,1.0,t,t,Wan Chai,,Hong Kong,22.27799,114.17143,Entire apartment,Entire place,4,1.0,"[""Shampoo"", ""Long term stays allowed"", ""Dedicated workspace"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Essentials"", ""Elevator""]",900,4,1125,87.0,10.0,9.0,9.0,9.0,9.0,8.0,f
30308424,Cosy and lovely one bedroom apartment in wanchai,4011853,2012-10-30,Hong Kong,,,0.0,f,1.0,t,f,Wan Chai,,Hong Kong,22.2758,114.16964,Entire apartment,Entire place,3,1.0,"[""Hair dryer"", ""TV"", ""Shampoo"", ""Extra pillows and blankets"", ""Air conditioning"", ""Wifi"", ""Dishes and silverware"", ""Hangers"", ""Kitchen"", ""Long term stays allowed"", ""Essentials"", ""Bed linens"", ""Refrigerator"", ""Elevator"", ""Washer"", ""Hot water"", ""Iron""]",700,3,1125,96.0,10.0,10.0,10.0,10.0,10.0,9.0,f
32900779,"Spacious and modern 1 bedroom apt,  3 min from MTR",33152938,2015-05-11,Hong Kong,,,0.0,f,1.0,t,t,Central & Western,,Hong Kong,22.28312,114.14565,Entire apartment,Entire place,1,1.0,"[""Shampoo"", ""Dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Private entrance"", ""Heating"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Essentials"", ""Elevator""]",890,3,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f
19350157,Light and airy centrally located apartment,10986123,2014-01-03,Hong Kong,,,0.0,f,1.0,t,t,Sham Shui Po,,Hong Kong,22.32234,114.15813,Entire apartment,Entire place,4,2.0,"[""Hot water"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Building staff"", ""Shampoo"", ""Patio or balcony"", ""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Paid parking off premises"", ""Essentials"", ""Elevator"", ""Gym"", ""Pool"", ""Microwave"", ""Dedicated workspace"", ""Paid parking on premises"", ""Iron"", ""Cooking basics"", ""Oven"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Washer"", ""TV"", ""Cable TV"", ""Dishes and silverware""]",1200,2,1125,100.0,9.0,9.0,10.0,10.0,10.0,9.0,f
23529931,Superb Apartment in Tsim Sha Tsui,66563505,2016-04-10,Hong Kong,,,0.0,f,1.0,t,f,Yau Tsim Mong,,Hong Kong,22.29828,114.17531,Entire apartment,Entire place,2,,"[""Hair dryer"", ""Dryer"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Single level home"", ""Shampoo"", ""Refrigerator"", ""Essentials"", ""Elevator"", ""Indoor fireplace"", ""Microwave"", ""Dedicated workspace"", ""Iron"", ""Lockbox"", ""Extra pillows and blankets"", ""Bed linens"", ""Long term stays allowed"", ""Washer"", ""TV""]",657,7,1125,93.0,9.0,9.0,9.0,10.0,10.0,9.0,f
29690868,"Premium Studio - modern, open and convenient",30326133,2015-03-31,"New Territories, Hong Kong",,,1.0,t,1.0,t,t,Islands,,Hong Kong,22.29539,114.01408,Entire apartment,Entire place,4,,"[""Hair dryer"", ""Dryer"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Shampoo"", ""Refrigerator"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Microwave"", ""Dedicated workspace"", ""Heating"", ""Iron"", ""Cooking basics"", ""Oven"", ""Lockbox"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Washer"", ""TV"", ""Dishes and silverware""]",799,28,1125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t
23152264,Modern bright & cozy studio in the heart of HK,35020157,2015-06-04,"Hong Kong, Hong Kong",,,1.0,f,1.0,t,t,Central & Western,,Hong Kong,22.28483,114.14934,Entire apartment,Entire place,2,1.0,"[""Hair dryer"", ""Dryer"", ""Air conditioning"", ""Shampoo"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Long term stays allowed"", ""Essentials"", ""Heating"", ""Washer"", ""Host greets you"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Hot water""]",700,20,1125,97.0,10.0,10.0,10.0,10.0,10.0,9.0,t
1702604,"fit 12 ppl,big family, cozy",4500928,2012-12-26,Hong Kong,,,,f,1.0,t,t,Yau Tsim Mong,,Hong Kong,22.31562,114.16881,Entire apartment,Entire place,12,4.0,"[""Dryer"", ""Long term stays allowed"", ""Hot tub"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Elevator""]",2257,1,1125,68.0,8.0,8.0,8.0,9.0,10.0,7.0,f
34983426,"Cozy, Convenient 3BR Flat @Mong Kok!",263581756,2019-05-23,HK,,,,f,1.0,t,t,Yau Tsim Mong,,Hong Kong,22.31563,114.16616,Entire apartment,Entire place,4,3.0,"[""Shampoo"", ""Hair dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Essentials"", ""Elevator""]",10768,22,1125,60.0,8.0,8.0,8.0,6.0,10.0,8.0,t
7887271,"Greenery Gardens, Pokfulam",41581627,2015-08-15,"Hong Kong Island, Hong Kong",,,,f,1.0,t,t,Central & Western,,Hong Kong,22.27514,114.12793,Entire apartment,Entire place,5,3.0,"[""Hot water"", ""Air conditioning"", ""Smart lock"", ""Wifi"", ""Hangers"", ""Single level home"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Patio or balcony"", ""Refrigerator"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Gym"", ""Pool"", ""Dishwasher"", ""Microwave"", ""Dedicated workspace"", ""Iron"", ""Cooking basics"", ""Oven"", ""Stove"", ""Bed linens"", ""Coffee maker"", ""Long term stays allowed"", ""Washer"", ""TV"", ""Cable TV"", ""Dishes and silverware""]",1500,4,1125,100.0,9.0,10.0,10.0,10.0,9.0,10.0,f
23842023,"Sunny, modern flat in the best area of Hong Kong",6694897,2013-06-02,Hong Kong,,,,f,1.0,t,t,Central & Western,,Hong Kong,22.28283,114.1491,Entire apartment,Entire place,4,3.0,"[""Hair dryer"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""High chair"", ""Children\u2019s books and toys"", ""Patio or balcony"", ""Refrigerator"", ""Crib"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Gym"", ""Pool"", ""Microwave"", ""Dedicated workspace"", ""Heating"", ""Iron"", ""Cooking basics"", ""Changing table"", ""Stove"", ""Coffee maker"", ""Bathtub"", ""Long term stays allowed"", ""Children\u2019s dinnerware"", ""Washer"", ""TV"", ""Babysitter recommendations""]",1199,6,1125,95.0,9.0,10.0,10.0,10.0,10.0,10.0,f
634726,"BIG 3BR APT IN WANCHAI, HEART OF HK",3161756,2012-08-05,Hong Kong,,,,f,1.0,t,f,Wan Chai,,Hong Kong,22.27811,114.17354,Entire apartment,Entire place,10,3.0,"[""Long term stays allowed"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Kitchen"", ""Elevator""]",1000,180,1125,95.0,10.0,9.0,10.0,10.0,10.0,9.0,f
15437631,Cozy 3BD in the heart of Kowloon,98992897,2016-10-09,HK,,,,f,1.0,t,f,Yau Tsim Mong,,Hong Kong,22.32137,114.1649,Entire apartment,Entire place,5,3.0,"[""Shampoo"", ""Hair dryer"", ""Long term stays allowed"", ""Air conditioning"", ""TV"", ""Wifi"", ""Kitchen"", ""Essentials""]",917,30,1125,96.0,10.0,9.0,10.0,10.0,10.0,10.0,f
36256230,Home sweet home,272688911,2019-07-01,HK,,,,f,1.0,t,f,Yau Tsim Mong,,Hong Kong,22.31822,114.16838,Entire apartment,Entire place,6,3.0,"[""Shampoo"", ""Hair dryer"", ""Dryer"", ""Long term stays allowed"", ""Private entrance"", ""Hot water"", ""Heating"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Essentials"", ""Elevator""]",5000,2,1125,,,,,,,,t
37301918,"Art-filled experience in KTown, perfect for 2px",280821031,2019-07-31,HK,,,,f,1.0,t,f,Central & Western,,Hong Kong,22.284,114.13101,Entire apartment,Entire place,3,,"[""Stove"", ""Long term stays allowed"", ""Refrigerator"", ""Kitchen"", ""Essentials""]",10768,22,1125,,,,,,,,t
30916335,Cozy&Bright studio in Sai Ying Pun,189635318,2018-05-14,"Madrid, Community of Madrid, Spain",,,,f,1.0,t,f,Central & Western,,Hong Kong,22.28685,114.13903,Entire apartment,Entire place,1,,"[""Shampoo"", ""Long term stays allowed"", ""Hot water"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Kitchen"", ""Essentials""]",800,5,1125,,,,,,,,f
36002641,A cosy studio in Central District and near SOHO,270864533,2019-06-23,Macau,,,,f,1.0,t,f,Central & Western,,Hong Kong,22.28372,114.15197,Entire apartment,Entire place,3,,"[""Shampoo"", ""Hair dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Host greets you"", ""Air conditioning"", ""Kitchen"", ""Hangers"", ""Essentials""]",900,2,1125,,,,,,,,f
21902133,Bright studio with Private Rooftop!,17440609,2014-06-30,"Hong Kong, Hong Kong",,,,f,1.0,t,t,Central & Western,,Hong Kong,22.28326,114.1536,Entire apartment,Entire place,3,,"[""Kitchen"", ""Heating"", ""Washer"", ""Bed linens"", ""Shampoo"", ""Iron"", ""Hair dryer"", ""TV"", ""Oven"", ""Hangers"", ""Lockbox"", ""Refrigerator"", ""Patio or balcony"", ""First aid kit"", ""Extra pillows and blankets"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Essentials"", ""Cooking basics"", ""Smoke alarm"", ""Stove""]",990,1,1125,94.0,10.0,9.0,10.0,10.0,10.0,9.0,f
29530898,Cosy Service Apartment,51891423,2015-12-21,India,,,,f,1.0,t,t,Wan Chai,,Hong Kong,22.27653,114.17278,Entire apartment,Entire place,1,,"[""Hair dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Private entrance"", ""Heating"", ""Host greets you"", ""Iron"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Essentials""]",450,1,1125,70.0,9.0,6.0,10.0,10.0,10.0,6.0,f
35209719,Kowloon best value studio 4pax  7 min Olympic MTR,22838254,2014-10-22,Hong Kong,,,,f,1.0,t,t,Yau Tsim Mong,,Hong Kong,22.32174,114.16212,Entire apartment,Entire place,4,,"[""Hair dryer"", ""Dryer"", ""Hot water"", ""Air conditioning"", ""Smart lock"", ""Wifi"", ""Hangers"", ""Shampoo"", ""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Essentials"", ""Elevator"", ""Microwave"", ""Dedicated workspace"", ""Heating"", ""Cooking basics"", ""Private entrance"", ""Extra pillows and blankets"", ""Bed linens"", ""Coffee maker"", ""Long term stays allowed"", ""TV"", ""Dishes and silverware""]",1200,3,1125,94.0,9.0,10.0,10.0,10.0,9.0,10.0,f
11747633,Cute Budget Studio in TST - Best Location,62504326,2016-03-11,Hong Kong,,,,f,1.0,t,f,Yau Tsim Mong,,Hong Kong,22.29874,114.17477,Entire apartment,Entire place,2,,"[""Lockbox"", ""Indoor fireplace"", ""Shampoo"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Dryer"", ""Microwave"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Single level home"", ""Essentials""]",693,6,1125,92.0,9.0,9.0,9.0,10.0,10.0,9.0,f
23314136,Budget Stylish Studio in TST,81750825,2016-07-04,Hong Kong,,,,f,1.0,t,f,Yau Tsim Mong,,Hong Kong,22.29887,114.17356,Entire apartment,Entire place,2,,"[""Lockbox"", ""Indoor fireplace"", ""Shampoo"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Dryer"", ""Microwave"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Single level home"", ""Essentials""]",779,10,1125,93.0,10.0,9.0,10.0,10.0,10.0,9.0,f
23530339,High Class Budget Studio in TST,68010874,2016-04-20,Hong Kong,,,,f,1.0,t,f,Yau Tsim Mong,,Hong Kong,22.29991,114.17469,Entire apartment,Entire place,2,,"[""Dryer"", ""Hair dryer"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Single level home"", ""Shampoo"", ""Refrigerator"", ""Essentials"", ""Elevator"", ""Indoor fireplace"", ""Microwave"", ""Dedicated workspace"", ""Iron"", ""Lockbox"", ""Extra pillows and blankets"", ""Bed linens"", ""Long term stays allowed"", ""Washer"", ""TV""]",529,6,1125,94.0,10.0,9.0,10.0,10.0,10.0,9.0,f
23530733,Nice Budget Studio in Tsim Sha Tsui,65825499,2016-04-04,Hong Kong,,,,f,1.0,t,f,Yau Tsim Mong,,Hong Kong,22.29998,114.17502,Entire apartment,Entire place,2,,"[""Hair dryer"", ""Dryer"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Single level home"", ""Shampoo"", ""Refrigerator"", ""Essentials"", ""Elevator"", ""Indoor fireplace"", ""Microwave"", ""Dedicated workspace"", ""Iron"", ""Private entrance"", ""Lockbox"", ""Extra pillows and blankets"", ""Bed linens"", ""Long term stays allowed"", ""Washer"", ""TV""]",629,6,1125,91.0,10.0,9.0,10.0,10.0,10.0,9.0,f
31471102,Lovely,88841919,2016-08-09,"Hong Kong, Hong Kong",,,,f,1.0,t,t,Wan Chai,,Hong Kong,22.28117,114.19271,Entire apartment,Entire place,2,,"[""Essentials"", ""Dedicated workspace"", ""Air conditioning"", ""Long term stays allowed""]",600,30,1125,,,,,,,,f
32297024,!Luxury Studio @Central  steps from Escalator,242439335,2019-02-11,HK,,,,t,1.0,t,t,Central & Western,,Hong Kong,22.28265,114.1509,Entire apartment,Entire place,2,,"[""Gym"", ""Shampoo"", ""Dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Heating"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""Kitchen"", ""Essentials"", ""Elevator""]",10768,22,1125,99.0,10.0,10.0,9.0,10.0,10.0,9.0,t
34920964,Central-located Bright 10th floor studio apartment,263167358,2019-05-21,"England, United Kingdom",,,,f,1.0,t,f,Central & Western,,Hong Kong,22.28415,114.14912,Entire apartment,Entire place,2,,"[""Shampoo"", ""Hair dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Essentials"", ""Elevator""]",750,3,1125,,,,,,,,t
16902168,Heart of Soho Hong Kong,11865785,2014-02-02,"Hong Kong, Kowloon, Hong Kong",,,,f,1.0,t,t,Central & Western,,Hong Kong,22.28481,114.15113,Entire apartment,Entire place,2,,"[""Hair dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Washer"", ""TV"", ""Air conditioning"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Essentials"", ""Elevator""]",1800,2,1125,60.0,6.0,6.0,10.0,10.0,10.0,6.0,t
32740852,Bright big studio in culture center of Hongkong,62083358,2016-03-08,"Belfast, Northern Ireland, United Kingdom",,,,f,1.0,t,t,Kowloon City,,Hong Kong,22.30628,114.18378,Entire apartment,Entire place,2,,"[""Washer"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Air conditioning"", ""Long term stays allowed"", ""Hot water"", ""Dedicated workspace"", ""Lockbox""]",3009,1,1125,,,,,,,,f
2272136,2 BR T.S.T. Kowloon Flat 700 sq ft,548455,2011-05-01,"Arizona, United States",,,,f,1.0,t,f,Yau Tsim Mong,,Hong Kong,22.30335,114.17441,Entire apartment,Entire place,6,2.0,"[""Hair dryer"", ""Dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Heating"", ""Washer"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Keypad"", ""Essentials"", ""Elevator"", ""Cable TV""]",1147,2,1125,88.0,10.0,9.0,9.0,9.0,10.0,9.0,f
22022438,!5 min frm MTR!Cozy 2 BDR @ the heart of KLN - TST,160817455,2017-12-01,HK,,,,f,1.0,t,t,Yau Tsim Mong,,Hong Kong,22.29587,114.17439,Entire apartment,Entire place,6,2.0,"[""Hair dryer"", ""Hot water"", ""Window guards"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Shampoo"", ""Room-darkening shades"", ""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Paid parking off premises"", ""Essentials"", ""Elevator"", ""Table corner guards"", ""Microwave"", ""Dedicated workspace"", ""Heating"", ""Iron"", ""Lockbox"", ""Stove"", ""Extra pillows and blankets"", ""Bed linens"", ""Long term stays allowed"", ""Washer"", ""Carbon monoxide alarm"", ""TV"", ""Ethernet connection"", ""Cable TV"", ""Dishes and silverware""]",9441,5,1125,88.0,9.0,9.0,10.0,9.0,10.0,9.0,t
29273146,COZY 2-BR HOME IN THE HEART OF WANCHAI NEAR MTR,220229735,2018-10-12,"Hong Kong Island, Hong Kong",,,,t,1.0,t,t,Wan Chai,,Hong Kong,22.27971,114.17522,Entire apartment,Entire place,6,2.0,"[""Hair dryer"", ""Hot water"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Shampoo"", ""Refrigerator"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Microwave"", ""Heating"", ""Host greets you"", ""Iron"", ""Private entrance"", ""Stove"", ""Bed linens"", ""Long term stays allowed"", ""Washer"", ""TV"", ""Cable TV"", ""Dishes and silverware""]",1200,2,1125,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f
35496888,Stylist 2 bedrooms in heart of TST (5mins to MTR),74422739,2016-05-28,"Hong Kong Island, Hong Kong",,,,f,1.0,t,t,Yau Tsim Mong,,Hong Kong,22.29819,114.17142,Entire apartment,Entire place,6,2.0,"[""Shampoo"", ""Microwave"", ""Hangers"", ""Wifi"", ""Fire extinguisher"", ""Dishes and silverware"", ""Essentials"", ""TV"", ""Refrigerator"", ""Hair dryer"", ""Air conditioning"", ""Long term stays allowed"", ""Hot water"", ""Dedicated workspace"", ""Private entrance""]",500,1,1125,95.0,10.0,10.0,10.0,10.0,10.0,10.0,t
